26418,26,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
27418,27,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
28418,28,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
29418,29,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
30418,30,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
31418,31,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
32418,32,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
33418,33,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
34418,34,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
35418,35,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
36418,36,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
37418,37,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
38418,38,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
39418,39,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
40418,40,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
41418,41,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
42418,42,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
43418,43,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
44418,44,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
45418,45,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
46418,46,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
47418,47,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
48418,48,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
49418,49,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
50418,50,CBC,10.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
51418,51,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
52418,52,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
53418,53,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
54418,54,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
55418,55,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
56418,56,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
57418,57,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
58418,58,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
59418,59,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
60418,60,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
61418,61,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
62418,62,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
63418,63,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
64418,64,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
65418,65,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
66418,66,CBC,7.00,0.0039,0.0000,1.000,418,1,0,1,0,0.403
68518,67,CBC,7.00,0.0039,0.0000,1.000,1518,0,1,0,0,0.403
68936,68,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
69936,69,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
70936,70,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
71936,71,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
72936,72,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
73936,73,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
74936,74,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
75936,75,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
76936,76,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
77936,77,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
78936,78,CBC,7.00,0.0039,0.0000,1.000,418,1,1,1,0,0.403
81036,79,CBC,7.00,0.0039,0.0000,1.000,1518,0,2,0,0,0.403
81454,80,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
82454,81,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
83454,82,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
84454,83,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
85454,84,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
86454,85,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
87454,86,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
88454,87,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
89454,88,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
90454,89,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
91454,90,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
92454,91,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
93454,92,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
94454,93,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
95454,94,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
96454,95,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
97454,96,CBC,7.00,0.0039,0.0000,1.000,418,1,2,1,0,0.403
